I0,I1,I2,I3
0.900000,0.884220,-0.005991,133158.281250
0.900000,0.919650,0.019862,133158.609375
0.900000,0.900003,0.010368,133158.937500
0.900000,0.885763,-0.017291,133159.265625
0.900000,0.893160,-0.005826,133159.593750
0.900000,0.906308,0.005051,133159.921875
0.900000,0.893789,-0.003734,133160.250000
0.900000,0.888473,-0.004988,133160.578125
0.900000,0.913825,0.013628,133160.906250
0.900000,0.905559,0.005846,133161.234375
0.900000,0.881705,-0.014360,133161.562500
0.900000,0.908749,0.006599,133161.890625
0.900000,0.887964,-0.009968,133162.218750
0.900000,0.904107,-0.002272,133162.546875
0.900000,0.896664,-0.004028,133162.875000
0.900000,0.890914,-0.003440,133163.203125
0.900000,0.892966,-0.009760,133163.531250
0.900000,0.883711,-0.010971,133163.859375
0.900000,0.909423,-0.001018,133164.187500
0.900000,0.882573,-0.018043,133164.515625
0.900000,0.892292,-0.002143,133164.843750
0.900000,0.907177,0.001368,133165.171875
0.900000,0.895916,-0.003232,133165.500000
0.900000,0.908435,0.005552,133165.828125
0.900000,0.896544,-0.001140,133166.156250
0.900000,0.879698,-0.017749,133166.484375
0.900000,0.913196,0.011536,133166.812500
0.900000,0.879698,-0.017749,133167.140625
0.900000,0.897099,-0.005869,133167.468750
0.900000,0.905994,0.004005,133167.796875
0.900000,0.886392,-0.015199,133168.125000
0.900000,0.907057,0.004256,133168.453125
0.900000,0.892606,-0.001097,133168.781250
0.900000,0.910366,0.002120,133169.109375
0.900000,0.896859,-0.000094,133169.437500
0.900000,0.889536,-0.004737,133169.765625
0.900000,0.910875,0.007100,133170.093750
0.900000,0.892292,-0.002143,133170.421875
0.900000,0.919576,0.013040,133170.750000
0.900000,0.897848,-0.006665,133171.078125
0.900000,0.878081,-0.013271,133171.406250
0.900000,0.911070,0.011034,133171.734375
0.900000,0.915757,0.010196,133172.062500
0.900000,0.899780,-0.010097,133172.390625
0.900000,0.868991,-0.027079,133172.718750
0.900000,0.881076,-0.016453,133173.046875
0.900000,0.908315,0.008440,133173.375000
0.900000,0.909647,0.019446,133173.703125
0.900000,0.903793,-0.003318,133174.031250
0.900000,0.903912,-0.006206,133174.359375
0.900000,0.907371,0.005302,133174.687500
0.900000,0.888084,-0.012856,133175.015625
0.900000,0.891783,-0.007123,133175.343750
0.900000,0.916311,0.005466,133175.671875
0.900000,0.860411,-0.035907,133176.000000
0.900000,0.926224,0.025300,133176.328125
0.900000,0.896904,-0.009803,133176.656250
0.900000,0.890405,-0.008420,133176.984375
0.900000,0.915683,0.003374,133177.312500
0.900000,0.887799,0.002629,133177.640625
0.900000,0.879893,-0.013816,133177.968750
0.900000,0.901666,-0.003820,133178.296875
0.900000,0.904930,0.003754,133178.625000
0.900000,0.892337,-0.011852,133178.953125
0.900000,0.882259,-0.019089,133179.281250
0.900000,0.918198,0.011743,133179.609375
0.900000,0.878081,-0.013271,133179.937500
0.900000,0.905725,-0.006751,133180.265625
0.900000,0.896784,-0.006915,133180.593750
0.900000,0.893984,0.000200,133180.921875
0.900000,0.929368,0.035762,133181.250000
0.900000,0.882454,-0.015156,133181.578125
0.900000,0.881630,-0.021182,133181.906250
0.900000,0.913076,0.014423,133182.234375
0.900000,0.903553,0.002457,133182.562500
0.900000,0.893040,-0.002938,133182.890625
0.900000,0.900363,0.001705,133183.218750
0.900000,0.891468,-0.008169,133183.546875
0.900000,0.902370,0.005094,133183.875000
0.900000,0.916506,0.009400,133184.203125
0.900000,0.892337,-0.011852,133184.531250
0.900000,0.902055,0.004048,133184.859375
0.900000,0.903433,0.005345,133185.187500
0.900000,0.900752,0.009572,133185.515625
0.900000,0.899929,0.003546,133185.843750
0.900000,0.899809,0.006434,133186.171875
0.900000,0.911430,0.002371,133186.500000
0.900000,0.874068,-0.020050,133186.828125
0.900000,0.923080,0.014839,133187.156250
0.900000,0.877452,-0.015363,133187.484375
0.900000,0.894658,-0.007417,133187.812500
0.900000,0.907057,0.004256,133188.140625
0.900000,0.905754,0.009780,133188.468750
0.900000,0.908480,-0.004157,133188.796875
0.900000,0.896739,0.002794,133189.125000
0.900000,0.877332,-0.012476,133189.453125
0.900000,0.899809,0.006434,133189.781250
0.900000,0.902055,0.004048,133190.109375
0.900000,0.909858,-0.002860,133190.437500
0.900000,0.876389,-0.015614,133190.765625
0.900000,0.917375,0.005717,133191.093750
0.900000,0.896859,-0.000094,133191.421875
0.900000,0.893040,-0.002938,133191.750000
0.900000,0.912208,0.018106,133192.078125
0.900000,0.916146,0.018063,133192.406250
0.900000,0.906308,0.005051,133192.734375
0.900000,0.890405,-0.008420,133193.062500
0.900000,0.902684,0.006140,133193.390625
0.900000,0.906862,0.000322,133193.718750
0.900000,0.916461,0.019110,133194.046875
0.900000,0.902729,-0.003569,133194.375000
0.900000,0.880492,-0.028254,133194.703125
0.900000,0.900049,0.000659,133195.031250
0.900000,0.914259,0.011786,133195.359375
0.900000,0.888982,-0.000008,133195.687500
0.900000,0.900797,-0.000137,133196.015625
0.900000,0.911384,0.012080,133196.343750
0.900000,0.902101,-0.005662,133196.671875
0.900000,0.898237,0.001203,133197.000000
0.900000,0.892172,0.000745,133197.328125
0.900000,0.892217,-0.008965,133197.656250
0.900000,0.892651,-0.010806,133197.984375
0.900000,0.907566,0.009236,133198.312500
0.900000,0.907057,0.004256,133198.640625
0.900000,0.905485,-0.000975,133198.968750
0.900000,0.908869,0.003711,133199.296875
0.900000,0.902564,0.009028,133199.625000
0.900000,0.921777,0.020363,133199.953125
0.900000,0.894927,0.003339,133200.281250
0.900000,0.910995,0.004212,133200.609375
0.900000,0.911504,0.009193,133200.937500
0.900000,0.893984,0.000200,133201.265625
0.900000,0.908240,0.001619,133201.593750
0.900000,0.895601,-0.004278,133201.921875
0.900000,0.889851,-0.003691,133202.250000
0.900000,0.900483,-0.001183,133202.578125
0.900000,0.912956,0.017311,133202.906250
0.900000,0.913316,0.008648,133203.234375
0.900000,0.915637,0.013083,133203.562500
0.900000,0.886946,-0.019928,133203.890625
0.900000,0.894418,-0.001642,133204.218750
0.900000,0.893909,-0.006622,133204.546875
0.900000,0.903044,-0.002523,133204.875000
0.900000,0.911070,0.011034,133205.203125
0.900000,0.885718,-0.007582,133205.531250
0.900000,0.903044,-0.002523,133205.859375
0.900000,0.900752,0.009572,133206.187500
0.900000,0.913631,0.009694,133206.515625
0.900000,0.897533,-0.007711,133206.843750
0.900000,0.914185,0.004965,133207.171875
0.900000,0.877766,-0.014317,133207.500000
0.900000,0.902998,0.007186,133207.828125
0.900000,0.910755,0.009988,133208.156250
0.900000,0.903118,0.004299,133208.484375
0.900000,0.899689,0.009322,133208.812500
0.900000,0.897728,-0.003777,133209.140625
0.900000,0.896379,0.011457,133209.468750
0.900000,0.892097,-0.006077,133209.796875
0.900000,0.895796,-0.000345,133210.125000
0.900000,0.909783,-0.009682,133210.453125
0.900000,0.899060,0.007229,133210.781250
0.900000,0.901186,0.007731,133211.109375
0.900000,0.895047,0.000451,133211.437500
0.900000,0.895841,-0.010054,133211.765625
0.900000,0.909692,0.009737,133212.093750
0.900000,0.897848,-0.006665,133212.421875
0.900000,0.921971,0.024297,133212.750000
0.900000,0.896784,-0.006915,133213.078125
0.900000,0.900752,0.009572,133213.406250
0.900000,0.902295,-0.001728,133213.734375
0.900000,0.898791,-0.003526,133214.062500
0.900000,0.873124,-0.023188,133214.390625
0.900000,0.913676,-0.000015,133214.718750
0.900000,0.900843,-0.009846,133215.046875
0.900000,0.903987,0.000615,133215.375000
0.900000,0.904691,0.009529,133215.703125
0.900000,0.899734,-0.000388,133216.031250
0.900000,0.901786,-0.006708,133216.359375
0.900000,0.896110,0.000702,133216.687500
0.900000,0.895916,-0.003232,133217.015625
0.900000,0.915488,-0.000560,133217.343750
0.900000,0.903433,0.005345,133217.671875
0.900000,0.921462,0.019317,133218.000000
0.900000,0.897608,-0.000889,133218.328125
0.900000,0.896590,-0.010849,133218.656250
0.900000,0.897922,0.000157,133218.984375
0.900000,0.882214,-0.009380,133219.312500
0.900000,0.892337,-0.011852,133219.640625
0.900000,0.883637,-0.017793,133219.968750
0.900000,0.917135,0.011493,133220.296875
0.900000,0.913076,0.014423,133220.625000
0.900000,0.898820,0.013005,133220.953125
0.900000,0.905245,0.004800,133221.281250
0.900000,0.889462,-0.011559,133221.609375
0.900000,0.910366,0.002120,133221.937500
0.900000,0.910246,0.005008,133222.265625
0.900000,0.891228,-0.002394,133222.593750
0.900000,0.910172,-0.001814,133222.921875
0.900000,0.912567,0.009443,133223.250000
0.900000,0.873828,-0.014274,133223.578125
0.900000,0.916581,0.016222,133223.906250
0.900000,0.888668,-0.001054,133224.234375
0.900000,0.914934,0.004169,133224.562500
0.900000,0.893429,0.004929,133224.890625
0.900000,0.902879,0.010074,133225.218750
0.900000,0.910875,0.007100,133225.546875
0.900000,0.897608,-0.000889,133225.875000
0.900000,0.900723,-0.006958,133226.203125
0.900000,0.901741,0.003002,133226.531250
0.900000,0.915008,0.010991,133226.859375
0.900000,0.905096,-0.008843,133227.187500
0.900000,0.900363,0.001705,133227.515625
0.900000,0.916266,0.015176,133227.843750
0.900000,0.906503,0.008985,133228.171875
0.900000,0.903867,0.003503,133228.500000
0.900000,0.902130,0.010869,133228.828125
0.900000,0.892966,-0.009760,133229.156250
0.900000,0.921702,0.013542,133229.484375
0.900000,0.910755,0.009988,133229.812500
0.900000,0.907686,0.006348,133230.140625
0.900000,0.896470,-0.007962,133230.468750
0.900000,0.889656,-0.007625,133230.796875
0.900000,0.911235,-0.001563,133231.125000
0.900000,0.894418,-0.001642,133231.453125
0.900000,0.913316,0.008648,133231.781250
0.900000,0.888353,-0.002100,133232.109375
0.900000,0.894807,0.006226,133232.437500
0.900000,0.908435,0.005552,133232.765625
0.900000,0.901066,0.010619,133233.093750
0.900000,0.924338,0.019023,133233.421875
0.900000,0.893160,-0.005826,133233.750000
0.900000,0.893595,-0.007668,133234.078125
0.900000,0.897533,-0.007711,133234.406250
0.900000,0.898117,0.004091,133234.734375
0.900000,0.902490,0.002206,133235.062500
0.900000,0.914454,0.015720,133235.390625
0.900000,0.908554,0.002665,133235.718750
0.900000,0.881585,-0.011472,133236.046875
0.900000,0.905365,0.001912,133236.375000
0.900000,0.909183,0.004757,133236.703125
0.900000,0.890839,-0.010262,133237.031250
0.900000,0.907566,0.009236,133237.359375
0.900000,0.883008,-0.019885,133237.687500
0.900000,0.916266,0.015176,133238.015625
0.900000,0.898356,-0.001685,133238.343750
0.900000,0.893160,-0.005826,133238.671875
0.900000,0.909618,0.002916,133239.000000
0.900000,0.891663,-0.004235,133239.328125
0.900000,0.905170,-0.002021,133239.656250
0.900000,0.897368,0.004886,133239.984375
0.900000,0.893355,-0.001892,133240.312500
0.900000,0.890091,-0.009466,133240.640625
0.900000,0.910441,0.008942,133240.968750
0.900000,0.931780,0.020779,133241.296875
0.900000,0.897293,-0.001935,133241.625000
0.900000,0.895287,-0.005325,133241.953125
0.900000,0.907131,0.011077,133242.281250
0.900000,0.907177,0.001368,133242.609375
0.900000,0.915802,0.000486,133242.937500
0.900000,0.885598,-0.004694,133243.265625
0.900000,0.903867,0.003503,133243.593750
0.900000,0.895916,-0.003232,133243.921875
0.900000,0.893984,0.000200,133244.250000
0.900000,0.896185,0.007523,133244.578125
0.900000,0.905559,0.005846,133244.906250
0.900000,0.900003,0.010368,133245.234375
0.900000,0.906503,0.008985,133245.562500
0.900000,0.894104,-0.002688,133245.890625
0.900000,0.905559,0.005846,133246.218750
0.900000,0.909378,0.008691,133246.546875
0.900000,0.923829,0.014043,133246.875000
0.900000,0.898911,-0.006414,133247.203125
0.900000,0.890749,0.009157,133247.531250
0.900000,0.920908,0.024047,133247.859375
0.900000,0.922286,0.025344,133248.187500
0.900000,0.922840,0.020614,133248.515625
0.900000,0.898042,-0.002731,133248.843750
0.900000,0.905290,-0.004909,133249.171875
0.900000,0.887695,-0.020723,133249.500000
0.900000,0.887410,-0.005239,133249.828125
0.900000,0.903433,0.005345,133250.156250
0.900000,0.897802,0.003045,133250.484375
0.900000,0.896904,-0.009803,133250.812500
0.900000,0.890959,-0.013149,133251.140625
0.900000,0.878875,-0.023776,133251.468750
0.900000,0.912493,0.002622,133251.796875
0.900000,0.885958,-0.013357,133252.125000
0.900000,0.916820,0.010446,133252.453125
0.900000,0.903867,0.003503,133252.781250
0.900000,0.901741,0.003002,133253.109375
0.900000,0.903238,0.001411,133253.437500
0.900000,0.885403,-0.008628,133253.765625
0.900000,0.910366,0.002120,133254.093750
0.900000,0.906428,0.002163,133254.421875
0.900000,0.913631,0.009694,133254.750000
0.900000,0.897653,-0.010599,133255.078125
0.900000,0.902175,0.001160,133255.406250
0.900000,0.884894,-0.013608,133255.734375
0.900000,0.906742,0.003209,133256.062500
0.900000,0.918632,0.009902,133256.390625
0.900000,0.894807,0.006226,133256.718750
0.900000,0.905559,0.005846,133257.046875
0.900000,0.910950,0.013922,133257.375000
0.900000,0.906233,-0.001771,133257.703125
0.900000,0.903942,0.010325,133258.031250
0.900000,0.889102,-0.002895,133258.359375
0.900000,0.912882,0.010489,133258.687500
0.900000,0.882768,-0.014109,133259.015625
0.900000,0.917764,0.013585,133259.343750
0.900000,0.881076,-0.016453,133259.671875
0.900000,0.903627,0.009279,133260.000000
0.900000,0.902490,0.002206,133260.328125
0.900000,0.894898,-0.013192,133260.656250
0.900000,0.888713,-0.010763,133260.984375
0.900000,0.909618,0.002916,133261.312500
0.900000,0.899300,0.001454,133261.640625
0.900000,0.914259,0.011786,133261.968750
0.900000,0.891154,-0.009215,133262.296875
0.900000,0.904930,0.003754,133262.625000
0.900000,0.910875,0.007100,133262.953125
0.900000,0.888039,-0.003146,133263.281250
0.900000,0.899225,-0.005368,133263.609375
0.900000,0.910201,0.014717,133263.937500
0.900000,0.906308,0.005051,133264.265625
0.900000,0.883277,-0.009129,133264.593750
0.900000,0.901741,0.003002,133264.921875
0.900000,0.896065,0.010411,133265.250000
0.900000,0.887215,-0.009172,133265.578125
0.900000,0.897968,-0.009552,133265.906250
0.900000,0.916940,0.007559,133266.234375
0.900000,0.903673,-0.000431,133266.562500
0.900000,0.896499,0.008569,133266.890625
0.900000,0.911699,0.013126,133267.218750
0.900000,0.884820,-0.020429,133267.546875
0.900000,0.903387,0.015054,133267.875000
0.900000,0.907057,0.004256,133268.203125
0.900000,0.921822,0.010654,133268.531250
0.900000,0.887964,-0.009968,133268.859375
0.900000,0.914694,0.009945,133269.187500
0.900000,0.887844,-0.007080,133269.515625
0.900000,0.910561,0.006054,133269.843750
0.900000,0.903433,0.005345,133270.171875
0.900000,0.891348,-0.005282,133270.500000
0.900000,0.895287,-0.005325,133270.828125
0.900000,0.910007,0.010783,133271.156250
0.900000,0.884340,-0.008879,133271.484375
0.900000,0.894418,-0.001642,133271.812500
0.900000,0.913511,0.012582,133272.140625
0.900000,0.885598,-0.004694,133272.468750
0.900000,0.904107,-0.002272,133272.796875
0.900000,0.910201,0.014717,133273.125000
0.900000,0.905319,0.011622,133273.453125
0.900000,0.888953,-0.016539,133273.781250
0.900000,0.901306,0.004843,133274.109375
0.900000,0.902415,-0.004615,133274.437500
0.900000,0.903553,0.002457,133274.765625
0.900000,0.916700,0.013334,133275.093750
0.900000,0.886227,-0.002602,133275.421875
0.900000,0.896110,0.000702,133275.750000
0.900000,0.910321,0.011829,133276.078125
0.900000,0.925401,0.019274,133276.406250
0.900000,0.876269,-0.012726,133276.734375
0.900000,0.899225,-0.005368,133277.062500
0.900000,0.904376,0.008483,133277.390625
0.900000,0.908629,0.009486,133277.718750
0.900000,0.908629,0.009486,133278.046875
0.900000,0.893400,-0.011602,133278.375000
0.900000,0.909738,0.000028,133278.703125
0.900000,0.884146,-0.012812,133279.031250
0.900000,0.883831,-0.013859,133279.359375
0.900000,0.887141,-0.015994,133279.687500
0.900000,0.908989,0.000823,133280.015625
0.900000,0.899060,0.007229,133280.343750
0.900000,0.906114,0.001117,133280.671875
0.900000,0.871192,-0.019756,133281.000000
0.900000,0.908195,0.011328,133281.328125
0.900000,0.897293,-0.001935,133281.656250
0.900000,0.894927,0.003339,133281.984375
0.900000,0.911699,0.013126,133282.312500
0.900000,0.896739,0.002794,133282.640625
0.900000,0.902924,0.000365,133282.968750
0.900000,0.884969,-0.006786,133283.296875
0.900000,0.915323,0.012037,133283.625000
0.900000,0.886272,-0.012311,133283.953125
0.900000,0.894852,-0.003483,133284.281250
0.900000,0.905365,0.001912,133284.609375
0.900000,0.905948,0.013714,133284.937500
0.900000,0.917135,0.011493,133285.265625
0.900000,0.894733,-0.000595,133285.593750
0.900000,0.895841,-0.010054,133285.921875
0.900000,0.883202,-0.015951,133286.250000
0.900000,0.905050,0.000866,133286.578125
0.900000,0.897728,-0.003777,133286.906250
0.900000,0.865802,-0.027831,133287.234375
0.900000,0.897653,-0.010599,133287.562500
0.900000,0.903358,-0.001477,133287.890625
0.900000,0.908120,0.004506,133288.218750
0.900000,0.900752,0.009572,133288.546875
0.900000,0.905994,0.004005,133288.875000
0.900000,0.889267,-0.015492,133289.203125
0.900000,0.886901,-0.010219,133289.531250
0.900000,0.902295,-0.001728,133289.859375
0.900000,0.893595,-0.007668,133290.187500
0.900000,0.900843,-0.009846,133290.515625
0.900000,0.874262,-0.016116,133290.843750
0.900000,0.898431,0.005137,133291.171875
0.900000,0.889416,-0.001849,133291.500000
0.900000,0.909932,0.003962,133291.828125
0.900000,0.891543,-0.001348,133292.156250
0.900000,0.899899,-0.012985,133292.484375
0.900000,0.900797,-0.000137,133292.812500
0.900000,0.884775,-0.010720,133293.140625
0.900000,0.901861,0.000114,133293.468750
0.900000,0.899031,-0.009302,133293.796875
0.900000,0.906937,0.007143,133294.125000
0.900000,0.911070,0.011034,133294.453125
0.900000,0.908045,-0.002315,133294.781250
0.900000,0.885643,-0.014403,133295.109375
0.900000,0.913391,0.015470,133295.437500
0.900000,0.912956,0.017311,133295.765625
0.900000,0.892606,-0.001097,133296.093750
0.900000,0.903598,-0.007252,133296.421875
0.900000,0.906428,0.002163,133296.750000
0.900000,0.892966,-0.009760,133297.078125
0.900000,0.907880,0.010282,133297.406250
0.900000,0.885283,-0.005740,133297.734375
0.900000,0.898596,-0.007460,133298.062500
0.900000,0.892606,-0.001097,133298.390625
0.900000,0.910755,0.009988,133298.718750
0.900000,0.899060,0.007229,133299.046875
0.900000,0.911430,0.002371,133299.375000
0.900000,0.905994,0.004005,133299.703125
0.900000,0.893715,-0.010555,133300.031250
0.900000,0.896470,-0.007962,133300.359375
0.900000,0.891783,-0.007123,133300.687500
0.900000,0.911504,0.009193,133301.015625
0.900000,0.891708,-0.013945,133301.343750
0.900000,0.914259,0.011786,133301.671875
0.900000,0.896859,-0.000094,133302.000000
0.900000,0.896619,0.005682,133302.328125
0.900000,0.898356,-0.001685,133302.656250
0.900000,0.890405,-0.008420,133302.984375
0.900000,0.906788,-0.006500,133303.312500
0.900000,0.910127,0.007896,133303.640625
0.900000,0.906862,0.000322,133303.968750
0.900000,0.883786,-0.004149,133304.296875
0.900000,0.900843,-0.009846,133304.625000
0.900000,0.889582,-0.014446,133304.953125
0.900000,0.883711,-0.010971,133305.281250
0.900000,0.917569,0.009651,133305.609375
0.900000,0.908000,0.007394,133305.937500
0.900000,0.917764,0.013585,133306.265625
0.900000,0.899060,0.007229,133306.593750
0.900000,0.889582,-0.014446,133306.921875
0.900000,0.896155,-0.009008,133307.250000
0.900000,0.901501,0.008777,133307.578125
0.900000,0.918512,0.012790,133307.906250
0.900000,0.898117,0.004091,133308.234375
0.900000,0.900768,-0.016668,133308.562500
0.900000,0.895796,-0.000345,133308.890625
0.900000,0.890045,0.000243,133309.218750
0.900000,0.900723,-0.006958,133309.546875
0.900000,0.906817,0.010031,133309.875000
0.900000,0.901157,-0.008800,133310.203125
0.900000,0.906114,0.001117,133310.531250
0.900000,0.890869,0.006269,133310.859375
0.900000,0.897293,-0.001935,133311.187500
0.900000,0.885912,-0.003648,133311.515625
0.900000,0.912493,0.002622,133311.843750
0.900000,0.899105,-0.002480,133312.171875
0.900000,0.918707,0.016723,133312.500000
0.900000,0.887215,-0.009172,133312.828125
0.900000,0.902055,0.004048,133313.156250
0.900000,0.904302,0.001662,133313.484375
0.900000,0.894224,-0.005575,133313.812500
0.900000,0.930597,0.023416,133314.140625
0.900000,0.896230,-0.002186,133314.468750
0.900000,0.906548,-0.000725,133314.796875
0.900000,0.898791,-0.003526,133315.125000
0.900000,0.897173,0.000952,133315.453125
0.900000,0.909183,0.004757,133315.781250
0.900000,0.877212,-0.009588,133316.109375
0.900000,0.908554,0.002665,133316.437500
0.900000,0.891348,-0.005282,133316.765625
0.900000,0.873559,-0.025030,133317.093750
0.900000,0.906668,-0.003612,133317.421875
0.900000,0.886347,-0.005489,133317.750000
0.900000,0.910486,-0.000768,133318.078125
0.900000,0.902609,-0.000681,133318.406250
0.900000,0.904810,0.006642,133318.734375
0.900000,0.885523,-0.011516,133319.062500
0.900000,0.889656,-0.007625,133319.390625
0.900000,0.899151,-0.012189,133319.718750
0.900000,0.895721,-0.007166,133320.046875
0.900000,0.906788,-0.006500,133320.375000
0.900000,0.903747,0.006391,133320.703125
0.900000,0.888622,0.008656,133321.031250
0.900000,0.915128,0.008103,133321.359375
0.900000,0.898356,-0.001685,133321.687500
0.900000,0.905994,0.004005,133322.015625
0.900000,0.906697,0.012919,133322.343750
0.900000,0.903404,-0.011186,133322.671875
0.900000,0.902804,0.003252,133323.000000
0.900000,0.896110,0.000702,133323.328125
0.900000,0.912058,0.004463,133323.656250
0.900000,0.896305,0.004635,133323.984375
0.900000,0.916940,0.007559,133324.312500
0.900000,0.902370,0.005094,133324.640625
0.900000,0.895721,-0.007166,133324.968750
0.900000,0.886197,-0.019133,133325.296875
0.900000,0.898117,0.004091,133325.625000
0.900000,0.922091,0.021410,133325.953125
0.900000,0.906114,0.001117,133326.281250
0.900000,0.892412,-0.005031,133326.609375
0.900000,0.914768,0.016766,133326.937500
0.900000,0.901546,-0.000932,133327.265625
0.900000,0.902609,-0.000681,133327.593750
0.900000,0.896425,0.001748,133327.921875
0.900000,0.903598,-0.007252,133328.250000
0.900000,0.887410,-0.005239,133328.578125
0.900000,0.909572,0.012625,133328.906250
0.900000,0.905125,0.007688,133329.234375
0.900000,0.896470,-0.007962,133329.562500
0.900000,0.909063,0.007645,133329.890625
0.900000,0.894298,0.001246,133330.218750
0.900000,0.899345,-0.008255,133330.546875
0.900000,0.900169,-0.002229,133330.875000
0.900000,0.923394,0.015885,133331.203125
0.900000,0.896155,-0.009008,133331.531250
0.900000,0.879893,-0.013816,133331.859375
0.900000,0.905485,-0.000975,133332.187500
0.900000,0.905754,0.009780,133332.515625
0.900000,0.889342,-0.008671,133332.843750
0.900000,0.896305,0.004635,133333.171875
0.900000,0.895841,-0.010054,133333.500000
0.900000,0.896590,-0.010849,133333.828125
0.900000,0.907297,-0.001520,133334.156250
0.900000,0.906308,0.005051,133334.484375
0.900000,0.890719,-0.007374,133334.812500
0.900000,0.905919,-0.002817,133335.140625
0.900000,0.895796,-0.000345,133335.468750
0.900000,0.903358,-0.001477,133335.796875
0.900000,0.912522,0.019153,133336.125000
0.900000,0.899614,0.002500,133336.453125
0.900000,0.895212,-0.012146,133336.781250
0.900000,0.893235,0.000995,133337.109375
0.900000,0.911384,0.012080,133337.437500
0.900000,0.901426,0.001955,133337.765625
0.900000,0.925401,0.019274,133338.093750
0.900000,0.903238,0.001411,133338.421875
0.900000,0.917449,0.012539,133338.750000
0.900000,0.902444,0.011916,133339.078125
0.900000,0.890450,-0.018129,133339.406250
0.900000,0.911070,0.011034,133339.734375
0.900000,0.889102,-0.002895,133340.062500
0.900000,0.916820,0.010446,133340.390625
0.900000,0.886856,-0.000509,133340.718750
0.900000,0.898476,-0.004572,133341.046875
0.900000,0.874262,-0.016116,133341.375000
0.900000,0.910366,0.002120,133341.703125
0.900000,0.891034,-0.006328,133342.031250
0.900000,0.890525,-0.011308,133342.359375
0.900000,0.907491,0.002414,133342.687500
0.900000,0.897802,0.003045,133343.015625
0.900000,0.909572,0.012625,133343.343750
0.900000,0.894029,-0.009509,133343.671875
0.900000,0.905559,0.005846,133344.000000
0.900000,0.886467,-0.008377,133344.328125
0.900000,0.909378,0.008691,133344.656250
0.900000,0.907446,0.012123,133344.984375
0.900000,0.896544,-0.001140,133345.312500
0.900000,0.900363,0.001705,133345.640625
0.900000,0.898311,0.008025,133345.968750
0.900000,0.879698,-0.017749,133346.296875
0.900000,0.888907,-0.006829,133346.625000
0.900000,0.902415,-0.004615,133346.953125
0.900000,0.900289,-0.005117,133347.281250
0.900000,0.890285,-0.005532,133347.609375
0.900000,0.909378,0.008691,133347.937500
0.900000,0.882723,-0.004400,133348.265625
0.900000,0.908629,0.009486,133348.593750
0.900000,0.881390,-0.015406,133348.921875
0.900000,0.906233,-0.001771,133349.250000
0.900000,0.914259,0.011786,133349.578125
0.900000,0.894178,0.004134,133349.906250
0.900000,0.898911,-0.006414,133350.234375
0.900000,0.887170,0.000537,133350.562500
0.900000,0.895481,-0.001391,133350.890625
0.900000,0.896979,-0.002982,133351.218750
0.900000,0.894178,0.004134,133351.546875
0.900000,0.894972,-0.006371,133351.875000
0.900000,0.914379,0.008899,133352.203125
0.900000,0.887095,-0.006285,133352.531250
0.900000,0.899929,0.003546,133352.859375
0.900000,0.878440,-0.021934,133353.187500
0.900000,0.901935,0.006936,133353.515625
0.900000,0.925835,0.017433,133353.843750
0.900000,0.874457,-0.012182,133354.171875
0.900000,0.916461,0.019110,133354.500000
0.900000,0.898911,-0.006414,133354.828125
0.900000,0.892891,-0.016582,133355.156250
0.900000,0.892366,0.004679,133355.484375
0.900000,0.899854,-0.003275,133355.812500
0.900000,0.898671,-0.000638,133356.140625
0.900000,0.895361,0.001497,133356.468750
0.900000,0.913945,0.010740,133356.796875
0.900000,0.898162,-0.005618,133357.125000
0.900000,0.905994,0.004005,133357.453125
0.900000,0.896470,-0.007962,133357.781250
0.900000,0.918947,0.010948,133358.109375
0.900000,0.893040,-0.002938,133358.437500
0.900000,0.900094,-0.009051,133358.765625
0.900000,0.902490,0.002206,133359.093750
0.900000,0.893040,-0.002938,133359.421875
0.900000,0.902924,0.000365,133359.750000
0.900000,0.904136,0.014259,133360.078125
0.900000,0.888713,-0.010763,133360.406250
0.900000,0.909378,0.008691,133360.734375
0.900000,0.906548,-0.000725,133361.062500
0.900000,0.912013,0.014173,133361.390625
0.900000,0.897293,-0.001935,133361.718750
0.900000,0.899854,-0.003275,133362.046875
0.900000,0.915443,0.009149,133362.375000
0.900000,0.890525,-0.011308,133362.703125
0.900000,0.891737,0.002586,133363.031250
0.900000,0.925835,0.017433,133363.359375
0.900000,0.878126,-0.022980,133363.687500
0.900000,0.887335,-0.012060,133364.015625
0.900000,0.903433,0.005345,133364.343750
0.900000,0.882214,-0.009380,133364.671875
0.900000,0.917135,0.011493,133365.000000
0.900000,0.886587,-0.011265,133365.328125
0.900000,0.914305,0.002077,133365.656250
0.900000,0.890240,0.004177,133365.984375
0.900000,0.914140,0.014674,133366.312500
0.900000,0.895407,-0.008212,133366.640625
0.900000,0.890645,-0.014196,133366.968750
0.900000,0.892966,-0.009760,133367.296875
0.900000,0.897099,-0.005869,133367.625000
0.900000,0.910681,0.003166,133367.953125
0.900000,0.902130,0.010869,133368.281250
0.900000,0.912298,-0.001312,133368.609375
0.900000,0.917015,0.014380,133368.937500
0.900000,0.890285,-0.005532,133369.265625
0.900000,0.895092,-0.009259,133369.593750
0.900000,0.883471,-0.005195,133369.921875
0.900000,0.906188,0.007939,133370.250000
0.900000,0.889267,-0.015492,133370.578125
0.900000,0.913631,0.009694,133370.906250
0.900000,0.899540,-0.004322,133371.234375
